sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
DQ063257	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	5419	Canada	filled in	Peterborough	filled in	2000	filled in	2000	filled in	2000	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063266	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	5884.01	Canada	filled in	Perth	filled in	2001	filled in	2001	filled in	2001	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063267	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	7043.01	Canada	filled in	Grey	filled in	2001	filled in	2001	filled in	2001	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063268	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	10248.01	Canada	filled in	Wellington	filled in	2001	filled in	2001	filled in	2001	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063269	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	10294.01	Canada	filled in	Bruce	filled in	2001	filled in	2001	filled in	2001	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063270	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	412	11-Jun-05	26-Jul-16	-	-	10974.01	Canada	filled in	Huron	filled in	2001	filled in	2001	filled in	2001	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063263	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	408	11-Jun-05	26-Jul-16	-	-	668.01	Canada	filled in	Dufferin	filled in	2001	filled in	2001	filled in	2001	updated	Bos	filled in	Bovine	no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063258	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	407	11-Jun-05	26-Jul-16	-	-	53.01	Canada	filled in	Waterloo	filled in	2001	filled in	2001	filled in	2001	updated	Mephitis mephitis	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
AY062069	AL_Arctic_AL1b	Arctic AL1b	PAK	Pakistan	-	-	-	2002	405	30-Mar-02	22-Feb-06	-	12417947	-	Pakistan	unchanged	-	unchanged	-	unchanged	-	unchanged	2002	unchanged	Capra hircus	filled in		no	no	12417947	unchanged	
AY102996	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2002	405	30-Nov-02	24-Jul-16	-	12436491	Rv193	Pakistan	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Canis lupus familiaris	filled in		no	no	12436491	unchanged	
AY352502	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2004	405	01-Aug-04	26-Jul-16	-	15650080	RV304	Russia	filled in	Chabarovsk	filled in	-	unchanged	-	unchanged	2004	unchanged	Homo sapiens	filled in		no	no	15650080	unchanged	
AY352505	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2004	405	01-Aug-04	26-Jul-16	-	15650080	RV303	Russia	filled in	Primorie	filled in	-	unchanged	-	unchanged	2004	unchanged	Nyctereutes procyonoides	filled in		no	no	15650080	unchanged	
AY352513	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	405	01-Aug-04	26-Jul-16	-	15650080	RV293	Russia	filled in	Yakutia	filled in	-	unchanged	-	unchanged	2004	unchanged	Rangifer tarandus	filled in		no	no	15650080	unchanged	
AY352514	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	405	01-Aug-04	26-Jul-16	-	15650080	RV294	Russia	filled in	Yakutia	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes lagopus	filled in		no	no	15650080	unchanged	
DQ063260	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	405	11-Jun-05	26-Jul-16	-	-	522.01	Canada	filled in	Cochrane	filled in	2001	filled in	2001	filled in	2001	updated	Canis latrans	filled in		no	no	-	unchanged	
DQ063261	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	405	11-Jun-05	26-Jul-16	-	-	623.01	Canada	filled in	Abitibi-Ouest	filled in	2001	filled in	2001	filled in	2001	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
MF962913	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2018	405	01-Oct-18	01-Oct-18	Canis lupus familiaris	-	R28	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2018	unchanged	Canis lupus familiaris	unchanged		no	no	-	unchanged	
DQ991116	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	404	23-Oct-06	14-Jul-16	-	-	MVCDB14	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
MF962911	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2018	404	01-Oct-18	01-Oct-18	Canis lupus familiaris	-	R8	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2018	unchanged	Canis lupus familiaris	unchanged		no	no	-	unchanged	
MF962912	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2018	404	01-Oct-18	01-Oct-18	Canis lupus familiaris	-	R33	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2018	unchanged	Canis lupus familiaris	unchanged		no	no	-	unchanged	
MF962914	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2018	404	01-Oct-18	01-Oct-18	Canis lupus familiaris	-	R27	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2018	unchanged	Canis lupus familiaris	unchanged		no	no	-	unchanged	
MF962915	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2018	404	01-Oct-18	01-Oct-18	Canis lupus familiaris	-	R10	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2018	unchanged	Canis lupus familiaris	unchanged		no	no	-	unchanged	
AY352512	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	403	01-Aug-04	26-Jul-16	-	15650080	RV251	Russia	filled in	Yakutia	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes lagopus	filled in		no	no	15650080	unchanged	
DQ063248	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	402	11-Jun-05	26-Jul-16	-	-	1774	Canada	filled in	Abitibi 	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063249	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	402	11-Jun-05	26-Jul-16	-	-	2365	Canada	filled in	Nipissing	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063265	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	402	11-Jun-05	26-Jul-16	-	-	3447.01	Canada	filled in	Minganie-Basse-Cote-Nord	filled in	2001	filled in	2001	filled in	2001	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063259	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	401	11-Jun-05	26-Jul-16	-	-	297.01	Canada	filled in	Cochrane	filled in	2001	filled in	2001	filled in	2001	updated	Canis lupus	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
DQ063264	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	401	11-Jun-05	26-Jul-16	-	-	1954.01	Canada	filled in	Sudbury	filled in	2001	filled in	2001	filled in	2001	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Can J Vet Res. 2006 Jan; 70(1): 11–19.
AY102993	AL_Arctic_AL1a	Arctic AL1a	GBR	United Kingdom	-	-	-	2002	400	30-Nov-02	24-Jul-16	Homo sapiens	12436491	RV61	United Kingdom	unchanged	-	unchanged	1988	filled in	1988	filled in	1988	updated	Homo sapiens	unchanged		no	no	12436491	unchanged	Ex India
DQ010123	AL_Arctic_A	Arctic A	USA	United States	Maine	-	-	2006	400	22-Feb-06	26-Jul-16	Vulpes vulpes	16198016	RV53	United States	unchanged	Maine	unchanged	-	unchanged	-	unchanged	2006	unchanged	Vulpes vulpes	unchanged		no	no	16198016	unchanged	
DQ010126	AL_Arctic_A	Arctic A	BLR	Belarus	-	-	-	2006	400	22-Feb-06	26-Jul-16	Vulpes vulpes	16198016	RV441	Belarus	unchanged	-	unchanged	-	unchanged	-	unchanged	2006	unchanged	Vulpes vulpes	unchanged		no	no	16198016	unchanged	
DQ010135	AL_Arctic_A	Arctic A	GRL	Greenland	-	1991	1991	1991	400	22-Feb-06	26-Jul-16	-	-	RV1395	Greenland	unchanged	-	unchanged	1991	unchanged	1991	unchanged	1991	unchanged	-	unchanged		no	no	-	unchanged	
DQ397819	AL_Arctic_A	Arctic A	NOR	Norway	Svalbard Islands	-	-	2007	400	01-Mar-07	26-Jul-16	Vulpes vulpes	-	Nor5	Norway	unchanged	Svalbard Islands	unchanged	1980	filled in	1980	filled in	1980	updated	Vulpes lagopus	updated		no	no	-	unchanged	Journal of Wildlife Diseases, 47(4) : 945-957
DQ397820	AL_Arctic_A	Arctic A	NOR	Norway	Svalbard Islands	-	-	2007	400	01-Mar-07	26-Jul-16	Vulpes vulpes	-	Nor6	Norway	unchanged	Svalbard Islands	unchanged	1981	filled in	1981	filled in	1981	updated	Vulpes lagopus	updated		no	no	-	unchanged	Journal of Wildlife Diseases, 47(4) : 945-957
MF962910	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2018	400	01-Oct-18	01-Oct-18	Canis lupus familiaris	-	R40	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2018	unchanged	Canis lupus familiaris	unchanged		no	no	-	unchanged	
U22918	AL_Arctic_AL3	Arctic AL3	-	-	-	-	-	1995	400	21-Jul-95	21-Jul-95	-	7778285	94260NEP	Russia	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Canis lupus familiaris	filled in		no	no	7778285	unchanged	Bachir 1995
KU050074	AL_Arctic_AL1a	Arctic AL1a	IND	India	Gurgaon,Haryana	2014	2014	2014	399	31-Mar-17	31-Mar-17	-	-	Zoo-Rab-23	India	unchanged	Gurgaon,Haryana	unchanged	2014	unchanged	2014	unchanged	2014	unchanged	-	unchanged		no	no	-	unchanged	
DQ280345	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	396	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Homo sapiens	filled in		no	no	16504574	unchanged	
DQ280348	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	396	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ063262	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	395	11-Jun-05	26-Jul-16	-	-	644.01	Canada	filled in	Wellington	filled in	2001	filled in	2001	filled in	2001	updated	Mephitis mephitis	filled in		no	no	-	unchanged	
HQ166012	AL_Arctic_AL1a	Arctic AL1a	BTN	Bhutan	-	2008	2008	2008	395	05-Dec-10	25-Jul-16	-	21108870	BHT2	Bhutan	unchanged	Gelephu	filled in	2008	unchanged	2008	unchanged	2008	unchanged	-	unchanged		no	no	21108870	unchanged	
HQ166013	AL_Arctic_AL1a	Arctic AL1a	BTN	Bhutan	-	2008	2008	2008	395	05-Dec-10	25-Jul-16	-	21108870	BHT101	Bhutan	unchanged	Gelephu	filled in	2008	unchanged	2008	unchanged	2008	unchanged	-	unchanged		no	no	21108870	unchanged	
DQ063233	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	5649.97	Canada	filled in	Grey	filled in	1997	filled in	1997	filled in	1997	updated	Mephitis mephitis	filled in		no	no	-	unchanged	
DQ063234	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	337.98	Canada	filled in	Huron	filled in	1998	filled in	1998	filled in	1998	updated	Bos	filled in	Bovine	no	no	-	unchanged	
DQ063235	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	713.98	Canada	filled in	Peterborough	filled in	1998	filled in	1998	filled in	1998	updated	Mephitis mephitis	filled in		no	no	-	unchanged	
DQ063236	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	1784.98	Canada	filled in	Peterborough	filled in	1998	filled in	1998	filled in	1998	updated	Mephitis mephitis	filled in		no	no	-	unchanged	
DQ063237	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	3207.98	Canada	filled in	Bruce	filled in	1998	filled in	1998	filled in	1998	updated	Mephitis mephitis	filled in		no	no	-	unchanged	
DQ063238	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	250.99	Canada	filled in	Grey	filled in	1999	filled in	1999	filled in	1999	updated	Mephitis mephitis	filled in		no	no	-	unchanged	
DQ063239	AL_Arctic_A	Arctic A	-	-	-	-	-	2005	393	11-Jun-05	26-Jul-16	-	-	251.99	Canada	filled in	Grey	filled in	1999	filled in	1999	filled in	1999	updated	Bos	filled in	Bovine	no	no	-	unchanged	
DQ991126	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2006	2006	2006	377	23-Oct-06	14-Jul-16	-	-	NIMMB10	India	unchanged	Karnataka	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Bos taurus	filled in		no	no	-	unchanged	
DQ991112	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2006	2006	2006	368	23-Oct-06	14-Jul-16	-	-	MVCDB9	India	unchanged	Chennai, Tamil Nadu	unchanged	2006	unchanged	2006	unchanged	2006	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991110	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	366	23-Oct-06	14-Jul-16	-	-	MVCDB7	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ991114	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	364	23-Oct-06	14-Jul-16	-	-	MVCGB12	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Capra hircus	filled in		no	no	-	unchanged	
AY224183	AL_Arctic_AL3	Arctic AL3	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V704	Iran	filled in	Mashad	filled in	2000	filled in	2000	filled in	2000	updated	Ovis aries	filled in		no	no	12948379	unchanged	
AY224184	AL_Arctic_AL3	Arctic AL3	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V724	Iran	filled in	Mashad	filled in	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	12948379	unchanged	
AY138565	AL_Arctic	Arctic	PAK	Pakistan	-	-	-	2003	319	02-Jan-03	24-Jul-16	Canis familiaris	1634801	1345	Pakistan	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	Canis familiaris	unchanged		no	no	1634801	unchanged	
AY138566	AL_Arctic_AL1a	Arctic AL1a	GBR	United Kingdom	-	-	-	2003	319	02-Jan-03	24-Jul-16	Homo sapiens	1634801	1360	United Kingdom	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	Homo sapiens	unchanged		no	no	1634801	unchanged	
AY138578	AL_Arctic_AL3	Arctic AL3	USA	United States	-	-	-	2003	319	02-Jan-03	24-Jul-16	Homo sapiens	9091784	3270	United States	unchanged	New Hampshire	filled in	1996	filled in	1996	filled in	1996	updated	Homo sapiens	unchanged		no	no	9091784	unchanged	
DQ991111	AL_Arctic_AL1a	Arctic AL1a	IND	India	Chennai, Tamil Nadu	2005	2005	2005	297	23-Oct-06	14-Jul-16	-	-	MVCDB8	India	unchanged	Chennai, Tamil Nadu	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
EF102774	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2007	281	01-Dec-07	14-Jul-16	-	-	patient 1	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	-	unchanged	
EF102775	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2007	281	01-Dec-07	14-Jul-16	-	-	patient 1	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	-	unchanged	
EF102776	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2007	281	01-Dec-07	14-Jul-16	-	-	patient 2	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	-	unchanged	
EF102777	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2007	281	01-Dec-07	14-Jul-16	-	-	patient 2	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	-	unchanged	
EF102778	AL_Arctic_AL1a	Arctic AL1a	DEU	Germany	-	-	-	2007	281	01-Dec-07	14-Jul-16	-	-	patient 3	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	no	-	unchanged	
AB010551	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	1998	278	05-Feb-98	28-May-13	Canis familiaris	-	Komatsugawa	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1998	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
AB010552	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	1998	272	05-Feb-98	28-May-13	Canis familiaris	-	Komatsugawa	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1998	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU055559	AL_Arctic_A	Arctic A	RUS	Russia	-	-	-	2016	211	15-Jul-16	15-Jul-16	Vulpes vulpes	27380028	9141RUS	Russia	unchanged	-	unchanged	-	unchanged	1988	filled in	1990	updated	Vulpes lagopus	filled in		no	no	27380028	unchanged	1988-1990
DQ991127	AL_Arctic_AL1a	Arctic AL1a	IND	India	Karnataka	2005	2005	2005	204	23-Oct-06	14-Jul-16	-	-	NIMMB11	India	unchanged	Karnataka	unchanged	2005	unchanged	2005	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
