sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	notes
AF369279	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	12127791	V282.RFX	France	filled in	-	unchanged	1986	filled in	1986	filled in	1986	updated	Vulpes vulpes	unchanged		no	no	12127791	unchanged	
AF401286	AL_Cosmopolitan_WE	Cosmopolitan WE	FRA	France	-	-	-	2002	1575	02-Aug-02	02-Aug-02	-	-	9147FRA	France	unchanged	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
AH007057	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1998	940	02-Oct-98	25-Jul-16	-	-	9147FRA	France	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	From ID name
AY034171	AL_Cosmopolitan_WE	Cosmopolitan WE	TZA	Tanzania	-	-	-	2001	382	18-Jun-01	19-Dec-01	Crocuta crocuta	11742089	X542	Tanzania	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Crocuta crocuta	unchanged		no	no	11742089	unchanged	
AY062045	AL_Cosmopolitan_WE	Cosmopolitan WE	DEU	Germany	-	-	-	2002	414	30-Mar-02	15-Nov-02	-	12417947	-	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2002	unchanged	Vulpes vulpes	filled in		no	no	12417947	unchanged	
AY062070	AL_Cosmopolitan_WE	Cosmopolitan WE	DEU	Germany	-	-	-	2002	405	30-Mar-02	22-Feb-06	-	12417947	-	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2002	unchanged	Vulpes vulpes	filled in		no	no	12417947	unchanged	
AY091630	AL_Cosmopolitan_WE	Cosmopolitan WE	DEU	Germany	-	-	-	2003	327	30-Sep-03	25-Jul-16	Vulpes vulpes	-	Rv312	Germany	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	Vulpes vulpes	unchanged		no	no	-	unchanged	
AY245849	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	2004	400	11-May-04	25-Jul-16	-	15160845	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	-	unchanged		no	no	15160845	unchanged	
AY854668	AL_Cosmopolitan_WE	Cosmopolitan WE	FRA	France	-	-	-	2005	414	03-Oct-05	26-Jul-16	-	16186241	9147FRA	France	unchanged	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	16186241	unchanged	Ecology and evolution of rabies virus in Europe 
GQ478245	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	2009	1350	11-Oct-09	24-Jul-16	-	-	dog/09RS-1459/Udine/2009	Italy	filled in	Udine	filled in	2009	filled in	2009	filled in	2009	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	From ID
U22474	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1995	1350	21-Jul-95	21-Jul-95	-	7778285	9147GSFRA	-	unchanged	-	unchanged	-	unchanged	-	unchanged		unchanged	-	unchanged		no	no	7778285	unchanged	
U42605	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	8663FRA	France	filled in	-	unchanged	1984	filled in	1984	filled in	1984	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42606	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	8903FRA	France	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42607	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	9244FRA	France	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42700	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	9445FRA	France	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42702	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	9213ALL	Germany	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42706	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	86111YOU	Bosnia-Herzegovina	filled in	-	unchanged	1986	filled in	1986	filled in	1986	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42708	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9447AUT	Austria	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42709	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9352BEL	Belgium	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42710	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9354BEL	Belgium	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42711	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9356BEL	Belgium	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42712	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9432BEL	Belgium	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Felis catus	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42713	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9433BEL	Belgium	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42717	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9353FRA	France	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42718	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9427FRA	France	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42992	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	94288FRA	France	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42993	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9429FRA	France	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42994	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9201ALL	Germany	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42995	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9203ALL	Germany	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U42996	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9206ALL	Germany	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U43006	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9336SUI	Switzerland	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U43008	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9494SLN	Slovenia	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U43009	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	94100SLN	Slovenia	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Equus caballus	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U43433	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	9223FRA	France	filled in	-	unchanged	1974	filled in	1974	filled in	1974	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U43434	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	8661FRA	France	filled in	-	unchanged	1984	filled in	1984	filled in	1984	updated	Erinaceinae	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
U43435	AL_Cosmopolitan_WE	Cosmopolitan WE	-	-	-	-	-	1999	1443	05-Jan-99	29-Jan-99	-	-	9004FRA	France	filled in	-	unchanged	1986	filled in	1986	filled in	1986	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Ecology and evolution of rabies virus in Europe 
